Authors	Title	Publication Year	DOI	sample size before exclusion	sample_size_after.x	UT	p_oa	p_oa_gold	p_oa_bronze	p_oa_hybrid	p_oa_green	pub_block_begin	pub_block_end	p	mcs	tcs	mncs	mnjs	pp_top_perc	pp_uncited	prop_self_cits	int_cov	pp_collab	pp_int_collab	SO	NR	TC	Z9	U1	U2	SN	JI	PD	WC	SC	AU1_UN	standardized.coder.comment.y	p.value.	MF_short	MF_in_t_a_d_o	MF_clarity	MF_result_report	MF_result_report_clarity	MF_is_positive_finding	Paper_type	is_longtitudinal	paper_clarity	is_replication	is_exploratory	prereg	prereg_link	NA..1	altmetric_jid	issns	cohorts.pub	cohorts.sci	cohorts.com	context.all.count	context.all.mean	context.all.rank	context.all.pct	context.all.higher_than	context.journal.count	context.journal.mean	context.journal.rank	context.journal.pct	context.journal.higher_than	context.similar_age_3m.count	context.similar_age_3m.mean	context.similar_age_3m.rank	context.similar_age_3m.pct	context.similar_age_3m.higher_than	context.similar_age_journal_3m.count	context.similar_age_journal_3m.mean	context.similar_age_journal_3m.rank	context.similar_age_journal_3m.pct	context.similar_age_journal_3m.higher_than	authors1	authors2	authors3	authors4	type	altmetric_id	schema	is_oa	publisher_subjects.name1	publisher_subjects.name2	publisher_subjects.scheme1	publisher_subjects.scheme2	cited_by_posts_count	cited_by_tweeters_count	cited_by_accounts_count	last_updated	score	history.1y	history.6m	history.3m	history.1m	history.1w	history.6d	history.5d	history.4d	history.3d	history.2d	history.1d	history.at	added_on	published_on	scopus_subjects1	scopus_subjects2	readers.citeulike	readers.mendeley	readers.connotea	readers_count	images.small	images.medium	images.large	details_url	publisher_subjects.name3	publisher_subjects.scheme3	pmid	uri	authors5	cited_by_qna_count	subjects	scopus_subjects3	scopus_subjects4	issns1	issns2	issns3	abstract	abstract_source	authors6	authors7	authors8	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_peer_review_sites_count	cited_by_msm_count	authors	publisher_subjects.name	publisher_subjects.scheme	cohorts.doc	publisher_subjects.name4	publisher_subjects.name5	publisher_subjects.name6	publisher_subjects.name7	publisher_subjects.scheme4	publisher_subjects.scheme5	publisher_subjects.scheme6	publisher_subjects.scheme7	cited_by_policies_count	authors9	authors10	subjects1	subjects2	subjects3	cited_by_gplus_count	handles	handle	publisher_subjects.name8	publisher_subjects.name9	publisher_subjects.scheme8	publisher_subjects.scheme9	authors11	authors12	authors13	authors14	authors15	authors16	pmc	scopus_subjects	cited_by_wikipedia_count	cited_by_videos_count	cited_by_pinners_count	cited_by_rdts_count
TOV W;LEE HW	A CLOSER LOOK AT THE HEDONICS OF EVERYDAY MEANING AND SATISFACTION	2016	10.1037/PSPP0000081	206	206	isi000384563200007	0	0	0	0	0	1981	2017	1	4	4	1.36865255512646	2.61439213806922	0	0	0	0.729411764705882	0	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	95	8	8	2	25	0022-3514	J. PERS. SOC. PSYCHOL.	OCT	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	SINGAPORE MANAGEMENT UNIV																	4f6fa5163cf058f6100037a6		1	1		13982034	8.2418917214572	1078251	92	12890173	6507	14.835053489087	1122	82	5373	364703	9.1282780187655	33217	90	331229	99	32.311408163265	44	55	55	William Tov	Huey Woon Lee			article	4944304	1.5.4	FALSE	Psychology	Cognitive Science	era	era	5	2	4	1567767661	15	7	7	0	0	0	0	0	0	0	0	0	15	1451671395	1451606400	Psychology	Social Sciences	0	82	0	82	https://badges.altmetric.com/?size=64&score=15&types=mmbbtttt	https://badges.altmetric.com/?size=100&score=15&types=mmbbtttt	https://badges.altmetric.com/?size=180&score=15&types=mmbbtttt	http://www.altmetric.com/details.php?citation_id=4944304	Marketing	era	26619303				psychology			1939-1315	0022-3514		"Contrasts between eudaimonic well-being and hedonic well-being often compare meaning and happiness. Less work has examined the extent to which meaning and satisfaction can be distinguished. Across 5 diary studies (N = 923) and a large cross-sectional survey (N = 1,471), we examined the affective profile of meaning and satisfaction in everyday life. Using response surface methodology, both judgments were modeled as a joint function of positive (PA) and negative (NA) affect. Affective discrepancy (preponderance of PA over NA) was more strongly associated with satisfaction than meaning. In general, meaning correlated less with affect than satisfaction, but the 2 judgments differ more in their correlation with NA than PA. This implies that people are sometimes able to derive meaning (but not necessarily satisfaction) from negative experiences. We content-coded the events reported by participants for goal directedness, social interactions, and their potential future impact. Interpersonal conflicts and impactful negative events were associated with less satisfaction and meaning at zero-order. However, after controlling for affect and satisfaction, these negative experiences were associated with greater meaning. This effect may reflect additional cognitive processes that enhance meaning but not satisfaction. In all studies, we also observed a positivity dominance effect: At subjectively equivalent levels, PA is weighted more than NA in judgments of meaning and satisfaction. There was no evidence of negativity bias. Results were replicated across different measures and cultural groups (Singapore and the United States). (PsycINFO Database Record"						1		1																																					
TOWNSEND RJ;BACIGALUPI SC;BLACKMAN MC	THE ACCURACY OF LAY INTEGRITY ASSESSMENTS IN SIMULATED EMPLOYMENT INTERVIEWS	2007	10.1016/J.JRP.2006.06.010	100	100	isi000247128900003	0	0	0	0	0	1981	2017	1	7	7	0.229295507051672	1.31758208169692	0	0	0	0.615384615384615	0	0	JOURNAL OF RESEARCH IN PERSONALITY	43	10	10	0	7	0092-6566	J. RES. PERS.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	CALIF STATE UNIV FULLERTON																	4f6fa4f63cf058f610002f06	0092-6566	1			12211877	7.5775851792023	7632236	23	2854549	813	18.761187192118	588	21	172	240113	5.5299264010131	125368	33	80459	8	24.696	5	37	3	Robert J. Townsend	Stacy Caron Bacigalupi	Melinda C. Blackman		article	489953	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1	1	1	1323714830	1	0	0	0	0	0	0	0	0	0	0	0	1	1323715666	1180656000	Psychology	Social Sciences	0	20	0	20	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=489953																																																										
TYKOCINSKI OE	I NEVER HAD A CHANGE: USING HINDSIGHT TACTICS TO MITIGATE DISAPPOINTMENTS	2001	10.1177/0146167201273011	57	57	isi000167788500011	0	0	0	0	0	1981	2017	1	33	33	0.65324301853895	1.2431127771586	0	0	0.0571428571428571	0.777777777777778	0	0	PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN	22	42	43	0	6	0146-1672	PERS. SOC. PSYCHOL. BULL.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	BEN GURION UNIV NEGEV																																																																																																																																												
UZ I	INDIVIDUALISM AND FIRST PERSON PRONOUN USE IN WRITTEN TEXTS ACROSS LANGUAGES	2014	10.1177/0022022114550481	8116746	8116746	isi000343242300011	0	0	0	0	0	1981	2017	1	5	5	0.676830829905974	0.769308705675305	0	0	0	0.586206896551724	0	0	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY	31	8	9	3	22	0022-0221	J. CROSS-CULT. PSYCHOL.	NOV	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TOBB UNIV ECON AND TECHNOL																	4f6fa5e93cf058f610005a22	1552-5422		1		13990583	8.2442276494176	11103095	11	1613647	657	8.436112804878	542	8	57	212537	8.3374862235106	141910	18	38589	17	4.8395	16	5	1					article	2748409	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1	1	1	1412664678	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	1412664723	1412553600	Psychology	Social Sciences	0	30	0	30	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=2748409																						Irem Uz																																				
VANDELLEN MR;HOY MB;FERNANDEZ K;HOYLE RH	ACADEMIC-CONTINGENT SELF-WORTH AND THE SOCIAL MONITORING SYSTEM	2011	10.1016/J.PAID.2010.08.022	110	110	isi000284501600011	0	0	0	0	0	1981	2017	1	0	0	0	0.918034620094404	0	1	NULL	0.782608695652174	1	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	26	0	0	0	10	0191-8869	PERS. INDIVID. DIFFER.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV GEORGIA																																																																																																																																												
VANHOOMISSEN T;VAN OVERWALLE F	ME OR NOT ME AS SOURCE OF INGROUP FAVORITISM AND OUTGROUP DEROGATION: A CONNECTIONIST PERSPECTIVE	2010	10.1521/SOCO.2010.28.1.84	48	47	isi000275346800006	0	0	0	0	0	1981	2017	1	8	8	0.411113576784655	0.407762107408693	0	0	0	0.774193548387097	0	0	SOCIAL COGNITION	39	9	9	0	15	0278-016X	SOC. COGN.	FEB	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED		0.001	"""Our intraindividual regression analyses showed a significant
self-anchoring effect, such that self evaluation was a significant predictor for the
ingroup evaluation, but not for the outgroup evaluation."""	3	1	"More importantly for our hypothesis,
there was a main effect of Target revealing that the beta regression weights for
Figure 2. Experiment 1: Mean beta weights for ingroup and outgroup evaluation as a function
of self-priming.
SELF-ANCHORING 93
the ingroup were positive and significantly larger (M = 0.69, SD = 0.16) than the
slightly negative beta weights for the outgroup (M = -0.12, SD = 0.22), F(1, 45) =
139.46, p < .001. This supports the self-anchoring hypothesis that the rating profiles
of the self were more similar to the ingroup than to the outgroup."	1	1	1	0	1	0	0	0	0	"was a hard one (not entirely sure if I got the ""best"" result"																																																																																																																												
VICKERS RR;HERVIG LK	COMPARISON OF 3 PSYCHOLOGICAL DEFENSE-MECHANISM QUESTIONNAIRES	1981	10.1207/S15327752JPA4506_11	105	99	isia1981mt17400011	0	0	0	0	0	1981	2017	1	23	23	1.05651206582355	0.701913901631446	0	0	0	0	0	0	JOURNAL OF PERSONALITY ASSESSMENT	32	24	24	0	15	0022-3891	J. PERS. ASSESS.		"PSYCHOLOGY, CLINICAL; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	HLTH RES CTR																																																																																																																																												
WADEBENZONI KA;TENBRUNSEL AE;BAZERMAN MH	"EGOCENTRIC INTERPRETATIONS OF FAIRNESS IN ASYMMETRIC, ENVIRONMENTAL SOCIAL DILEMMAS: EXPLAINING HARVESTING BEHAVIOR AND THE ROLE OF COMMUNICATION"	1996	10.1006/OBHD.1996.0068	180	180	isia1996vd62500001	0	0	0	0	0	1981	2017	1	62	62	1.73098944012323	1.90420846664961	0.333333333333333	0	0.234567901234568	0.518518518518518	1	0	ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES	39	100	103	1	10	0749-5978	ORGAN. BEHAV. HUM. DECIS. PROCESS.	AUG	"PSYCHOLOGY, APPLIED; MANAGEMENT; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY; BUSINESS & ECONOMICS	NORTHWESTERN UNIV																																																																																																																																												
WESSELMANN ED;WIRTH JH;PRYOR JB;REEDER GD;WILLIAMS KD	WHEN DO WE OSTRACIZE?	2013	10.1177/1948550612443386	85	85	isi000336434700015	0	0	0	0	0	1981	2017	1	26	26	2.7310044944255	1.13642862963614	1	0	0.333333333333333	0.705882352941177	1	0	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	41	46	47	3	45	1948-5506	SOC. PSYCHOL. PERSONAL SCI.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	PURDUE UNIV		0.01	"""In Study 1, a group member was ostracized undeservedly by the other players during an online ball-tossing game. Participants allocated more tosses to that ostracized group member than an included one, compensating the ostracized member."""	2	0	"""As hypothesized, participants included an ostracized target more proportionately (M=.63, SD=.19) than an included target (M=.43 SD=.19), F(1, 83)=24.90, p < .01, d=1.05."""	1	1	1	0	1	0	0	0			4f6fa6383cf058f610008966		5		1	12519026	7.7493320468504	3174651	73	9239865	886	50.018348022599	600	31	281	91567	6.2533325470153	21699	75	68814	18	13.576941176471	11	38	7	Eric D. Wesselmann	James H. Wirth	John B. Pryor	Glenn D. Reeder	article	699126	1.5.4	FALSE					9	6	7	1474444619	4	0	0	0	0	0	0	0	0	0	0	0	4	1334586028	1334275200			3	106	0	109	https://badges.altmetric.com/?size=64&score=4&types=eetttttt	https://badges.altmetric.com/?size=100&score=4&types=eetttttt	https://badges.altmetric.com/?size=180&score=4&types=eetttttt	http://www.altmetric.com/details.php?citation_id=699126					Kipling D. Williams					1948-5506	1948-5514									1			Psychology	era																																		
WHISMAN MA;KWON P	LIFE STRESS AND DYSPHORIA - THE ROLE OF SELF-ESTEEM AND HOPELESSNESS	1993	10.1037/0022-3514.65.5.1054	80	80	isia1993mf54400015	0	0	0	0	0	1981	2017	1	53	53	1.39431567471874	3.78095740240702	0	0	0	0.810810810810811	0	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	48	60	63	0	14	0022-3514	J. PERS. SOC. PSYCHOL.	NOV	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	PENN STATE UNIV																	4f6fa5163cf058f6100037a6	0022-3514				8314034	7.0059620328577	4427025	27	2314603	5933	10.350747471342	3467	2	149	251798	12.500772233187	138815	34	88006	2	30.85	2	1	0	Mark A. Whisman	Paul Kwon			article	11008142	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1		1	1472752870	1	0	0	0	0	0	0	0	0	0	0	0	1	1472819050	725846400	Psychology	Social Sciences	0	30	0	30	https://badges.altmetric.com/?size=64&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=100&score=1&types=eeeeeeee	https://badges.altmetric.com/?size=180&score=1&types=eeeeeeee	http://www.altmetric.com/details.php?citation_id=11008142	Marketing	era																		1																																						
WHITE BA;GORDON H;GUERRA RC	CALLOUS-UNEMOTIONAL TRAITS AND EMPATHY IN PROACTIVE AND REACTIVE RELATIONAL AGGRESSION IN YOUNG WOMEN	2015	10.1016/J.PAID.2014.11.031	377	377	isi000348270900034	0	0	0	0	0	1981	2017	1	5	5	0.926423958578243	0.960139226636002	0	0	0	0.86046511627907	0	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	43	11	11	1	31	0191-8869	PERS. INDIVID. DIFFER.	MAR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	VIRGINIA TECH																	4f6fa5123cf058f6100032ca	0191-8869		1		11839481	7.4902317461452	7374003	23	2769427	3787	14.456312731115	2620	23	872	256911	7.9494612198825	131846	37	96969	42	13.338048780488	30	16	7	Bradley A. White	Haley Gordon	Roberto C. Guerra		article	2963245	1.5.4	FALSE	Psychology	Cognitive Science	era	era	2	2	2	1418059070	1	0	0	0	0	0	0	0	0	0	0	0	1	1418056881	1425168000	Psychology	Social Sciences	0	70	0	70	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=2963245																									1																																	
WHITELEY RH;WATTS WA	"INFORMATION COST, DECISION CONSEQUENCE, AND SELECTED PERSONALITY VARIABLES AS FACTORS IN PREDECISION INFORMATION SEEKING"	1969	10.1111/J.1467-6494.1969.TB01748.X	77	72	isia1969d513500010	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF PERSONALITY	24	1	1	0	0	0022-3506	J. PERS.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED		0.05	"""Probably the most important findmg m this study is that the
relationship of a number of variables with decision making is
contingent upon whether or not a correct decision involves a
substantial payoff"""	4	0	"The tendency
to consider carefully all relevant mformation correlated significantly
(r= 33, p < 05) wnth umts of mformation taken m the
low-consequence condition, but this correlation decreased to approximately
zero m the two high-consequence conditions (see
the top of Table 2). """	1	1	1	0	2	0	0	0	0	it has exploratory elements & there were multiple options for main finding (some only approaching significance)																																																																																																																												
WILSON GV;KERR JH	AFFECTIVE RESPONSES TO SUCCESS AND FAILURE: A STUDY OF WINNING AND LOSING IN COMPETITIVE RUGBY	1999	10.1016/S0191-8869(98)00226-8	60	59	isi000080211200007	0	0	0	0	0	1981	2017	1	45	45	0.993982013345326	0.650137865025128	0	0	0.117647058823529	0.789473684210526	1	1	PERSONALITY AND INDIVIDUAL DIFFERENCES	23	56	58	1	17	0191-8869	PERS. INDIVID. DIFFER.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV TSUKUBA	longti	0.001	"""but expected postgame scores for anger (significantly lower)"" "" for winning compared to losing were found"""	3	1	"""ANOVAs showed significant win/loss effects for"" ""anger"" F(1,57) = 16.01, p < .001, power = 0.975"	0	1	2	1	2	0	0	0																																																																																																																														
WOODS P;POROPAT A;BARKER M;HILLS R;HIBBINS R;BORBASI S	BUILDING FRIENDSHIP THROUGH A CROSS-CULTURAL MENTORING PROGRAM	2013	10.1016/J.IJINTREL.2013.08.004	270	263	isi000326316500002	0	0	0	0	0	1981	2017	1	2	2	0.294131008732841	0.805358714387541	0	0	0	0.4	1	0	INTERNATIONAL JOURNAL OF INTERCULTURAL RELATIONS	46	5	5	0	0	0147-1767	INT. J. INTERCULT. RELAT.	SEP	"PSYCHOLOGY, SOCIAL; SOCIAL SCIENCES, INTERDISCIPLINARY; SOCIOLOGY"	PSYCHOLOGY; SOCIAL SCIENCES - OTHER TOPICS; SOCIOLOGY	GRIFFITH UNIV																	4f6fa5f53cf058f610005e54	0147-1767	1			12070876	7.528586197258	10704051	1	0	285	3.2796267605634	255	1	0	202524	7.293729048059	167717	1	0	9	3.525	8	1	0	Peter Woods	Arthur Poropat	Michelle Barker	Ruth Hills	article	1949350	1.5.4	FALSE	Sociology	Psychology	era	era	1	1	1	1386019839	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	1386020037	1377993600	Psychology	Social Sciences	0	74	0	74	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=1949350					Ray Hibbins			"Business, Management and Accounting"							Sally Borbasi																																											
YATES MS;OKIMOTO TG	CHANGING BELIEFS ABOUT FEMALE LEADER ADVANCEMENT FOLLOWING THE 2016 US PRESIDENTIAL ELECTION	2019	10.1177/1948550618766399	324	324	isi000464408600001	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SOCIAL PSYCHOLOGICAL AND PERSONALITY SCIENCE	32	0	0	10	10	1948-5506	SOC. PSYCHOL. PERSONAL SCI.	MAY	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV QUEENSLAND																	4f6fa6383cf058f610008966		2	1		13218736	7.9938545818367	6727807	48	6448787	938	51.605741728922	708	23	221	270041	13.753092919567	108450	59	159918	25	107.775	21	16	4	Miriam S. Yates	Tyler G. Okimoto			article	43853340	1.5.4	FALSE					6	6	6	1531482736	2.75	0	0	0	0	0	0	0	0	0	0	0	2.75	1529364368	1528848000			0	12	0	12	https://badges.altmetric.com/?size=64&score=3&types=tttttttt	https://badges.altmetric.com/?size=100&score=3&types=tttttttt	https://badges.altmetric.com/?size=180&score=3&types=tttttttt	http://www.altmetric.com/details.php?citation_id=43853340										1948-5506	1948-5514												Psychology	era	3																																	
YUKL G	"EFFECTS OF OPPONENTS INITIAL OFFER, CONCESSION MAGNITUDE, AND CONCESSION FREQUENCY ON BARGAINING BEHAVIOR"	1974	10.1037/H0036895	60	60	isia1974u029200002	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	17	44	44	0	3	0022-3514	J. PERS. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV AKRON																																																																																																																																												
ZACH S;ADIV T	"STRENGTH TRAINING IN MALES AND FEMALES - MOTIVES, TRAINING HABITS, KNOWLEDGE, AND STEREOTYPIC PERCEPTIONS"	2016	10.1007/S11199-015-0544-3	204	204	isi000372922700006	0	0	0	0	0	1981	2017	1	4	4	1.7163854249408	1.45991403960482	0.174545429102376	0	0.2	0.529411764705882	0	0	SEX ROLES	52	6	6	0	14	0360-0025	SEX ROLES	APR	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	ZINMAN COLL PHYS EDUC AND SPORT SCI																	4f6fa5143cf058f61000351e				1	12330736	7.6201549488998	6934547	42	5283383	1810	13.680884466556	974	44	804	253403	9.5406296635385	106478	56	142585	40	4.6578974358974	11	62	25	Sima Zach	Tal Adiv			article	4576347	1.5.4	FALSE	Gender Studies	"Medicine/Public Health, general"	springer	springer	4	1	3	1478562257	1.75	0	0	0	0	0	0	0	0	0	0	0	1.75	1443717270	1443657600	Psychology	Social Sciences	0	35	0	35	https://badges.altmetric.com/?size=64&score=2&types=eeetttff	https://badges.altmetric.com/?size=100&score=2&types=eeetttff	https://badges.altmetric.com/?size=180&score=2&types=eeetttff	http://www.altmetric.com/details.php?citation_id=4576347	Psychology	springer								0360-0025	1573-2762							1		1						"Sociology, general"	Other Studies In Human Society	Psychology	Public Health And Health Services	springer	era	era	era																									
ZEIGLER HILL V;ABRAHAM J	BORDERLINE PERSONALITY FEATURES: INSTABILITY OF SELF-ESTEEM AND AFFECT	2006	10.1521/JSCP.2006.25.6.668	156	123	isi000238619800005	0	0	0	0	0	1981	2017	1	57	57	1.67441982874909	0.865250437822495	0	0	0.109375	0.754716981132076	0	0	JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY	55	67	71	0	19	0736-7236	J. SOC. CLIN. PSYCHOL.	JUN	"PSYCHOLOGY, CLINICAL; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV SO MISSISSIPPI																																																																																																																																												
ZIMMERMAN MA;CALDWELL CH;BERNAT DH	DISCREPANCY BETWEEN SELF-REPORT AND SCHOOL-RECORD GRADE POINT AVERAGE: CORRELATES WITH PSYCHOSOCIAL OUTCOMES AMONG AFRICAN AMERICAN ADOLESCENTS	2002	10.1111/J.1559-1816.2002.TB01421.X	679	591	isi000173708600004	1	0	0	0	1	1981	2017	1	30	30	0.634740531129085	0.627018626857442	0	0	0.552238805970149	0.772727272727273	0	0	JOURNAL OF APPLIED SOCIAL PSYCHOLOGY	48	76	76	1	8	0021-9029	J. APPL. SOC. PSYCHOL.	JAN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV MICHIGAN		0.01	"""We found that
the youth who accurately reported their GPAs were also likely to report more
psychological distress, lower academic beliefs, and more delinquent behaviors
than youth who overreported their GPAs."""	3	1	"""Youth in the three GPA self-report groups reported
different levels of psychological distress (Wilks’s A = .96), approximate F(8,
1090) = 2.58, p < .01."""	0	1	2	0	1	0	0	0	0																																																																																																																													
ZUCKERMAN M;BROWN RH;FISCHLER GL;FOX GA;LATHIN DR;MINASIAN AJ	DETERMINANTS OF INFORMATION-SEEKING BEHAVIOR	1979	10.1016/0092-6566(79)90028-X	64	60	isia1979gy90500004	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF RESEARCH IN PERSONALITY	18	28	28	0	4	0092-6566	J. RES. PERS.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV ROCHESTER																																																																																																																																												
