ut,label,cluster_id1,n_pubs,label1,label2,label3,label4,label5
000266580800003,WOS:000266580800003,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000266580800004,WOS:000266580800004,1306,8581,borderline personality disorder,rorschach,dialectical behavior therapy,personality pathology,mentalization
000266597000014,WOS:000266597000014,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000266619800011,WOS:000266619800011,24,35615,mini mental state examination,normative data,education,validity,lewy body
000266701600005,WOS:000266701600005,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000266817500013,WOS:000266817500013,402,16851,dilemma game,spatial prisoner,social dilemma,public goods game,ultimatum game
000266927400006,WOS:000266927400006,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000266927400008,WOS:000266927400008,659,13536,muscle synergy,visuomotor adaptation,force control,bimanual coordination,human arm
000266927400013,WOS:000266927400013,2058,5239,phantom limb pain,rubber hand illusion,body ownership,agency,interoception
000266975300039,WOS:000266975300039,1846,6137,hofstede,collectivism,individualism,hikikomori,cultural difference
000266975300046,WOS:000266975300046,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000266975600014,WOS:000266975600014,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000266975600031,WOS:000266975600031,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000267019400013,WOS:000267019400013,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000267019500009,WOS:000267019500009,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000267098500001,WOS:000267098500001,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000267140600009,WOS:000267140600009,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000267189200002,WOS:000267189200002,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000267189200006,WOS:000267189200006,2686,3198,disgust,moral judgment,disgust sensitivity,moral dilemma,contamination
000267189200007,WOS:000267189200007,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000267296100013,WOS:000267296100013,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267324500006,WOS:000267324500006,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267338500026,WOS:000267338500026,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267356500003,WOS:000267356500003,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000267371900001,WOS:000267371900001,2363,4199,oxytocin,vasopressin,intranasal oxytocin,oxytocin receptor,oxtr
000267371900002,WOS:000267371900002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267371900002,WOS:000267371900002,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267371900003,WOS:000267371900003,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267371900004,WOS:000267371900004,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000267371900005,WOS:000267371900005,1039,10212,face recognition,face processing,prosopagnosia,unfamiliar face,facial identity
000267371900006,WOS:000267371900006,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000267371900007,WOS:000267371900007,1063,10061,synthetic cannabinoid,ecstasy,mdma,methylenedioxymethamphetamine,mephedrone
000267437600014,WOS:000267437600014,2449,3886,synesthesia,audiovisual integration,mcgurk effect,sound symbolism,grapheme color synesthesia
000267440700030,WOS:000267440700030,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000267456200003,WOS:000267456200003,3031,2196,death anxiety,mortality salience,ostracism,terror management,social exclusion
000267564300081,WOS:000267564300081,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000267691900014,WOS:000267691900014,2366,4186,alexithymia,trait emotional intelligence,emotional awareness,item toronto alexithymia scale,msceit
000267691900022,WOS:000267691900022,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000267756900037,WOS:000267756900037,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000267787200008,WOS:000267787200008,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000267796100092,WOS:000267796100092,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000267826200007,WOS:000267826200007,2449,3886,synesthesia,audiovisual integration,mcgurk effect,sound symbolism,grapheme color synesthesia
000268068600003,WOS:000268068600003,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000268279900008,WOS:000268279900008,24,35615,mini mental state examination,normative data,education,validity,lewy body
000268405700014,WOS:000268405700014,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000268429400001,WOS:000268429400001,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000268444300005,WOS:000268444300005,1803,6282,autobiographical memory,expressive writing,rumination,generativity,mental time travel
000268444300018,WOS:000268444300018,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000268530000001,WOS:000268530000001,1967,5639,dream,memory consolidation,sleep spindle,cyclic alternating pattern,nightmare
000268530000002,WOS:000268530000002,1720,6640,time perception,interval timing,resurgence,wheel,choice
000268530000003,WOS:000268530000003,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000268530000004,WOS:000268530000004,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000268530000005,WOS:000268530000005,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000268530000006,WOS:000268530000006,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000268530000007,WOS:000268530000007,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000268530000008,WOS:000268530000008,1355,8406,aspartame,monosodium glutamate,artificial sweetener,sweetener,bitter taste receptor
000268530000009,WOS:000268530000009,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000268530000010,WOS:000268530000010,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000268530000011,WOS:000268530000011,577,14410,navigation,medial temporal lobe,grid cell,human hippocampus,landmark
000268530000012,WOS:000268530000012,1355,8406,aspartame,monosodium glutamate,artificial sweetener,sweetener,bitter taste receptor
000268530000013,WOS:000268530000013,2512,3716,hand preference,handedness,brain asymmetry,footedness,dichotic listening
000268530000014,WOS:000268530000014,195,20830,human auditory cortex,listener,cochlear implant user,reverberation,interaural time difference
000268530000015,WOS:000268530000015,851,11606,olfactory bulb,olfactory dysfunction,olfactory epithelium,parkinson,alzheimer
000268530000016,WOS:000268530000016,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000268530000017,WOS:000268530000017,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000268530000018,WOS:000268530000018,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000268530000019,WOS:000268530000019,2266,4527,cerebellum,cerebellar cortex,eyeblink conditioning,cerebellar purkinje cell,NULL
000268530000020,WOS:000268530000020,465,15813,stroke rehabilitation,mirror therapy,stroke recovery,hemiplegic shoulder pain,subacute stroke
000268530000021,WOS:000268530000021,1317,8520,reconsolidation,fear extinction,latent inhibition,basolateral amygdala,d cycloserine
000268530000022,WOS:000268530000022,835,11742,postpartum depression,depression,depressive symptom,anxiety,social support
000268530000023,WOS:000268530000023,3028,2199,prepulse inhibition,startle,sensory gating,acoustic startle response,hyperekplexia
000268530000024,WOS:000268530000024,1720,6640,time perception,interval timing,resurgence,wheel,choice
000268530000025,WOS:000268530000025,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000268530000026,WOS:000268530000026,243,19456,cocaine self administration,cue,craving,reinstatement,attentional bias
000268614400011,WOS:000268614400011,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000268625700013,WOS:000268625700013,353,17544,brain computer interface,bci,ssvep,classification,eeg signal
000268698700007,WOS:000268698700007,272,18805,developmental dyslexia,dyslexia,morphological awareness,reading comprehension,curriculum
000268698700023,WOS:000268698700023,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000268698700029,WOS:000268698700029,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000268713200008,WOS:000268713200008,692,13168,delay discounting,iowa gambling task,impulsivity,decision making,intertemporal choice
000268719400014,WOS:000268719400014,411,16706,visual working memory,attentional blink,spatial neglect,change blindness,return
000268730100008,WOS:000268730100008,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000268741800008,WOS:000268741800008,175,21302,semantic dementia,visual word recognition,n400,alzheimer,primary progressive aphasia
000268877300081,WOS:000268877300081,1357,8401,httlpr,temperament,serotonin transporter gene,comt,catechol o methyltransferase
000268921900023,WOS:000268921900023,292,18630,binocular rivalry,primary visual cortex,orientation selectivity,blindsight,amblyopia
000268926200012,WOS:000268926200012,32,34451,urocortin,maternal behavior,prenatal stress,aggression,crh
000269015700010,WOS:000269015700010,72,27557,untreated psychosis,auditory hallucination,delusion,schizotypy,paranoia
000269035100051,WOS:000269035100051,261,18963,fmri data,functional connectivity,default mode network,fmri,resting state
000269035100080,WOS:000269035100080,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000269035100083,WOS:000269035100083,405,16787,attentional bias,facial expression,fear,emotional face,social anxiety
000269035100093,WOS:000269035100093,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000269190400011,WOS:000269190400011,1213,9120,empathy,action observation,imitation,motor imagery,mirror neuron
000269210400001,WOS:000269210400001,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000269210400001,WOS:000269210400001,139,22581,high functioning autism,autistic trait,asperger,asperger syndrome,autistic disorder
000269210400002,WOS:000269210400002,1049,10156,mismatch negativity,mmn,auditory event,error processing,simon effect
000269210400003,WOS:000269210400003,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
000269210400003,WOS:000269210400003,155,21975,stereotype threat,implicit association test,regulatory focus,hindsight bias,counterfactual thinking
